DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2005,7.76,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2006,8.82,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2007,12.12,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2008,8.13,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2009,7.43,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2010,5.64,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2011,10.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2012,11.44,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2013,7.91,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2014,7.06,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2015,11.00,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2016,9.80,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2017,14.10,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2018,7.30,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,Annual,Percentage,Italy,2019,7.30,p
